table	row	source_bed	lines	bytes	mtime	sha256_1MB	producer_job	threads	period_range	elapsed	peak_rss_gb_sacct	node	scorer	scorer_sha	scoring_rule	repo_commit
1d	BWTandem-H	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_H_p100_0363.bed	4355741	206135724	2026-08-30T20:28:08	c3456cdcf4d0f98c	6143150_3	4	1-100	04:04:46	39.11	cpu-50	score_table1_regen.py	b85820bebdd1f139	native --max-period 100, catch-all id 0.72	0363d8b
S3	pass disabled	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_idsweep_off_p2000_0363.bed	2770930	157593719	2026-08-31T01:12:19	81653f7c6124fa6f	6143151_0	4	1-2000	08:46:06	33.29	cpu-49	score_table1_regen.py	b85820bebdd1f139	full-range identity-sweep arm, catch-all off	0363d8b
S3	0.80	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_idsweep_0.80_p2000_0363.bed	3304372	180941288	2026-08-31T02:33:41	0712e30ba222cc14	6143151_1	4	1-2000	07:46:26	46.73	cpu-48	score_table1_regen.py	b85820bebdd1f139	full-range identity-sweep arm, id 0.80	0363d8b
S3	0.76	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_idsweep_0.76_p2000_0363.bed	3322038	181920392	2026-08-31T03:53:57	8ea74fce0db1ed20	6143151_2	4	1-2000	07:25:50	42.60	cpu-50	score_table1_regen.py	b85820bebdd1f139	full-range identity-sweep arm, id 0.76	0363d8b
S3	0.72	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_idsweep_0.72_p2000_0363.bed	4014108	211949715	2026-08-31T05:07:35	875f62bc1954ac04	6143151_3	4	1-2000	08:30:26	48.70	cpu-51	score_table1_regen.py	b85820bebdd1f139	full-range identity-sweep arm, id 0.72 (reproduces regen_human.bed sorted-content byte-identically)	0363d8b
S3	0.68	/data/gpfs/assoc/pgl/devel/exp1_human/regen/maize_rescore/native_p100_0363/out/bwt_human_idsweep_0.68_p2000_0363.bed	4221750	222094827	2026-08-31T08:16:18	3290a48b14134467	6143151_4	4	1-2000	07:49:25	46.50	cpu-48	score_table1_regen.py	b85820bebdd1f139	full-range identity-sweep arm, id 0.68	0363d8b
S4-superseded	BWTandem	results/beds/bwtandem_human.bed.gz	4014108	59840593	2026-08-29T11:58:48	d06498c32d4258cf	6110901	2	1-2000				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, region truth (scoring job 6145846)	4a1d368
S4-superseded	ULTRA	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_human_GCA.bed	3347216	133206186	2026-08-03T10:46:38	478bd146899db79c	published	2	1-100 (default)				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, region truth (scoring job 6145846)	4a1d368
S4-superseded	tantan	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_000001405.15_GRCh38_genomic_output.bed	3469229	137897003	2026-07-22T03:16:42	4097f36e06c52699	published	-	n/a				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, region truth (scoring job 6145846)	4a1d368
S4-superseded	TRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_000001405.15_GRCh38_genomic_output.bed	1011405	328045521	2026-07-22T03:16:04	6e3c482e8d77a8bc	published	-	max 500 (no min-period parameter)				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, region truth (scoring job 6145846)	4a1d368
S4-superseded	BWTandem (annotated truth)	results/beds/bwtandem_human.bed.gz	4014108	59840593	2026-08-29T11:58:48	d06498c32d4258cf	6110901	2	1-2000				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, top-score-annotation truth (scoring job 6145846)	4a1d368
S4-superseded	ULTRA (annotated truth)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_human_GCA.bed	3347216	133206186	2026-08-03T10:46:38	478bd146899db79c	published	2	1-100 (default)				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, top-score-annotation truth (scoring job 6145846)	4a1d368
S4-superseded	tantan (annotated truth)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_000001405.15_GRCh38_genomic_output.bed	3469229	137897003	2026-07-22T03:16:42	4097f36e06c52699	published	-	n/a				score_one_to_one.py	3e84c9764cc15b1a	one-to-one max-cardinality, reciprocal 0.50, full range, top-score-annotation truth (scoring job 6145846)	4a1d368
S4	BWTandem	results/beds/bwtandem_human.bed.gz	4014108	59840593	2026-08-29T11:58:48	d06498c32d4258cf	6110901	2	1-2000				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, region truth (scoring job 6146229; supersedes 6145846)	43543da
S4	ULTRA	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_human_GCA.bed	3347216	133206186	2026-08-03T10:46:38	478bd146899db79c	published	2	1-100 (default)				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, region truth (scoring job 6146229; supersedes 6145846); --pred-col5 period	43543da
S4	tantan	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_000001405.15_GRCh38_genomic_output.bed	3469229	137897003	2026-07-22T03:16:42	4097f36e06c52699	published	-	n/a				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, region truth (scoring job 6146229; supersedes 6145846); --pred-col5 period	43543da
S4	TRF	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_000001405.15_GRCh38_genomic_output.bed	1011405	328045521	2026-07-22T03:16:04	6e3c482e8d77a8bc	published	-	max 500 (no min-period parameter)				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, region truth (scoring job 6146229; supersedes 6145846); --pred-col5 period --pred-motif-is-sequence	43543da
S4	TRASH	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_000001405.15_GRCh38_genomic_trash.bed	5332	630487	2026-07-22T03:16:42	0e4db3d24e5df301	published	-	n/a				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, region truth (scoring job 6146229; supersedes 6145846); --pred-col5 period	43543da
S4	BWTandem (annotation truth)	results/beds/bwtandem_human.bed.gz	4014108	59840593	2026-08-29T11:58:48	d06498c32d4258cf	6110901	2	1-2000				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth primitive-reduced (scoring job 6146229; supersedes 6145846)	43543da
S4	ULTRA (annotation truth)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_human_GCA.bed	3347216	133206186	2026-08-03T10:46:38	478bd146899db79c	published	2	1-100 (default)				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth primitive-reduced (scoring job 6146229; supersedes 6145846); --pred-col5 period	43543da
S4	tantan (annotation truth)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_000001405.15_GRCh38_genomic_output.bed	3469229	137897003	2026-07-22T03:16:42	4097f36e06c52699	published	-	n/a				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth primitive-reduced (scoring job 6146229; supersedes 6145846); --pred-col5 period	43543da
S4	TRF (annotation truth)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_000001405.15_GRCh38_genomic_output.bed	1011405	328045521	2026-07-22T03:16:04	6e3c482e8d77a8bc	published	-	max 500 (no min-period parameter)				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth primitive-reduced (scoring job 6146229; supersedes 6145846); --pred-col5 period --pred-motif-is-sequence	43543da
S4	TRASH (annotation truth)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_000001405.15_GRCh38_genomic_trash.bed	5332	630487	2026-07-22T03:16:42	0e4db3d24e5df301	published	-	n/a				score_one_to_one.py	06fa03a1edad3b90	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth primitive-reduced (scoring job 6146229; supersedes 6145846); --pred-col5 period	43543da
S4	BWTandem (annot, split bands)	results/beds/bwtandem_human.bed.gz	4014108	59840593	2026-08-29T11:58:48	d06498c32d4258cf	6110901	2	1-2000				score_one_to_one.py	91338484599efbeb	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth, split strata 101-500/501-2000 (scoring job 6146343; verifies 6146229 metric-identically; zero truths above period 500)	fd21e38
S4	ULTRA (annot, split bands)	/data/gpfs/assoc/pgl/devel/exp1_human/wp0/beds/ultra_human_GCA.bed	3347216	133206186	2026-08-03T10:46:38	478bd146899db79c	published	2	1-100 (default)				score_one_to_one.py	91338484599efbeb	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth, split strata 101-500/501-2000 (scoring job 6146343; verifies 6146229 metric-identically; zero truths above period 500); --pred-col5 period	fd21e38
S4	tantan (annot, split bands)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/tantan/GCA_000001405.15_GRCh38_genomic_output.bed	3469229	137897003	2026-07-22T03:16:42	4097f36e06c52699	published	-	n/a				score_one_to_one.py	91338484599efbeb	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth, split strata 101-500/501-2000 (scoring job 6146343; verifies 6146229 metric-identically; zero truths above period 500); --pred-col5 period	fd21e38
S4	TRF (annot, split bands)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trf/GCA_000001405.15_GRCh38_genomic_output.bed	1011405	328045521	2026-07-22T03:16:04	6e3c482e8d77a8bc	published	-	max 500 (no min-period parameter)				score_one_to_one.py	91338484599efbeb	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth, split strata 101-500/501-2000 (scoring job 6146343; verifies 6146229 metric-identically; zero truths above period 500); --pred-col5 period --pred-motif-is-sequence	fd21e38
S4	TRASH (annot, split bands)	/data/gpfs/assoc/pgl/filip/bwtandem_results/beds/trash/GCA_000001405.15_GRCh38_genomic_trash.bed	5332	630487	2026-07-22T03:16:42	0e4db3d24e5df301	published	-	n/a				score_one_to_one.py	91338484599efbeb	one-to-one max-cardinality, reciprocal 0.50, truth-chroms-only, annotation truth, split strata 101-500/501-2000 (scoring job 6146343; verifies 6146229 metric-identically; zero truths above period 500); --pred-col5 period	fd21e38
